000001010016C02AB  111*
034712010015A07AB  061 
034716010011R02AB  061 
034717010010N01BB  061 
034718010019D04AB  061 
034720010015N01BC  061 
034721010014C05AD  061 
034722010013J01FA  061 
034725010010M03BX  061 
034729010016J01CE  061 
034739010014N06BX  061 
034740010011P01AX  111 
034740010011P02CA  111 
034741010010P02C   061 
034743010018A02AX  061 
034748010013A01AD  061 
034751010017R02AA  061 
034754010014R02A   061 
034756010012A01AA  061 
034757010011A01AB  061 
034759010019A01AA  061 
034761010015D02AX  061 
034762010014D01AE  061 
034766010010N02BE  061 
034847010013C05AA  061 
034929010014A01AB  061 
034931010010D08AA  061 
034941010018R05CB  061 
034942010017R05CB  061 
034944010015A02BC  061 
034945010014A02BC  061 
034946010013A02BC  061 
034947010012A02BA  061 
034949010010A02BX  061 
034950010016A02BC  061 
034952010014D04AA  061 
034954010012R05DA  061 
034955010011R05DA  061 
034957010019R05    061 
034958010018R01BA  061 
034961010013J01CA  061 
034966010018S01EB  061 
034968010016S01XA  061 
034979010013R05CA  061 
034980010010R01BA  061 
034985010015N02BE  111 
034986010014R05DA  061 
034987010013N02BE  074 
034987010013R05DA  061 
034988010012N02BE  111 
034989010011N02BE  141 
034994010014J01CA  061 
034996010012J01CR  061 
035003010010J01CG  061 
035008010015S01ED  061 
035009010014M03BX  061 
035010010011M03BX  061 
035011010010J01RA  151 
035012010019J01DD  061 
035018010013R05FA  061 
035019010012R05FA  061 
035020010019R05FA  061 
035021010018R05FA  061 
035022010017R05FA  061 
035023010016R05FA  061 
035024010015R05FA  061 
035025010014R05DA  061 
035026010013R05DA  061 
035028010011R05FA  061 
035029010010R05CB  061 
035031010016R05FB  061 
035032010015R05DA  061 
035033010014R05CA  061 
035036010011R05CA  061 
035038010019R05CB  061 
035039010018J01FA  061 
035042010013R05FA  061 
035042010013R05FB  142 
035043010012R05FA  061 
035047010018R05FA  061 
035048010017R05FA  061 
035049010016R05FA  061 
035050010012R05FA  061 
035052010010R05FA  061 
035053010019R05FA  061 
035054010018J01EE  061 
035055010017R05FA  061 
035057010015R05FA  061 
035058010014R05FA  061 
035059010013R05FA  061 
035061010019R05FA  061 
035062010018R05FA  061 
035064010016P02CB  061 
035066010014R05CB  061 
035067010013R05CA  061 
035068010012R05CA  061 
035069010011R05CA  061 
035075010013R05FA  061 
035077010011R05CB  061 
035079010019R05FA  061 
035080010016R05CB  061 
035081010015R01BA  061 
035088010018R05FB  151 
035089010017R03DB  061 
035092010012R05CA  061 
035094010010R05CA  061 
035095010019R05CA  061 
035096010018J01EE  061 
035097010017J01EE  061 
035098010016R05CB  061 
035100010012R05CB  061 
035101010011R05CA  061 
035102010010J01FA  061 
035103010019R05CA  061 
035104010018R03CC  092 
035104010018R05CA  061 
035106010016R05X   061 
035108010014R05CB  061 
035110010010R05CB  061 
035116010014R05CA  061 
035117010013R03CC  061 
035117010013R05CA  152 
035118010012R05CA  061 
035119010011R05CB  061 
035121010017R05FA  061 
035122010016R05FA  061 
035123010015R05X   061 
035124010014R05CA  061 
035126010012R05    061 
035128010010R01BA  061 
035129010019A02BA  061 
035130010016A02BA  061 
035131010015A02BX  061 
035132010014A02BA  061 
035136010010S01AX  061 
035137010019R02AB  061 
035140010014D01AE  061 
035141010013M02AA  061 
035142010012P03AX  061 
035143010011R02AA  061 
035144010010R02AB  061 
035145010019R02AD  061 
035147010017R02AB  061 
035148010016R02AB  061 
035150010011R02AA  061 
035152010019C05AD  061 
035153010018R02AA  061 
035154010017N01BA  061 
035157010014R02AB  061 
035158010013J01RA  061 
035159010012J01RA  061 
035163010016A02AF  061 
035164010015C05AD  061 
035165010014D01AC  061 
035167010012R02AB  061 
035168010011N01BA  061 
035169010010R02AD  061 
035170010017D04AB  061 
035171010016R02AB  061 
035177010010J01RA  151 
035178010019J01DD  061 
035179010018A10BD  061 
035180010015J05AR  061 
035182010013A12CX  061 
035185010010J01EE  091 
035185010010J01MB  061 
035186010019J01MB  061 
035187010018J01MA  061 
035188010017P03AA  061 
035189010016C07FA  061 
035190010013M03BB  061 
035191010012M03BB  061 
035193010010M03BB  061 
035194010019M03BB  061 
035195010018M03BB  061 
035198010015M03BB  151 
035198010015N02BE  061 
035199010014M03BB  061 
035200010011M03BB  061 
035201010010M03BB  061 
035202010019M03BB  061 
035203010018M03BB  092 
035204010017A02BD  061 
035206010015C09DA  061 
035208010013M01AB  061 
035210010019N01BB  061 
035211010018A01AA  061 
035216010013D01AE  061 
035220010017G01AE  061 
035224010013G01AF  061 
035225010012D04AB  061 
035227010010D08AX  061 
035230010015D03AX  061 
035233010012A01AA  061 
035238010017D08AJ  061 
035241010012R03CK  061 
035246010017N06BA  061 
035247010016D10AF  061 
035250010010D02AX  061 
035273010013P03AX  061 
035275010011N05BA  061 
035276010010G01AF  061 
035282010012C09DX  101 
035283010011C09DX  121 
035284010010C09BB  061*
035286010018J01MB  061 
035287010017J01MB  061 
035288010016J01XX  061 
035289010015J01MB  061 
035291010011P03AX  061 
035293010019D01AE  061 
035306010014R03AK  061 
035311010017A10BD  061*
035312010016A10BD  061*
035315010013M01BX  061 
035316010012M01BX  061 
035321010015R05DB  061 
035322010014N02BE  061 
035324010012R05DB  061 
035326010010A03DB  061 
035327010019N02BE  061 
035328010018R05DA  061 
035329010017R05DA  061 
035331010013R05FA  061 
035332010012R05DA  061 
035334010010N02AA  101 
035336010018N02BE  061 
035337010017R01BA  061 
035340010012R01BA  061 
035341010011R01BA  061 
035342010010N02BE  061 
035343010019R01BA  061 
035344010018N02BE  061 
035345010017N02BE  061 
035346010016N02BE  061 
035347010015M03BC  061 
035348010014R05DA  061 
035351010018N02BE  061 
035352010017R01BA  061 
035354010015N02BE  061 
035355010014N02BE  091 
035355010014R01BA  061 
035357010012N02BE  061 
035360010017N02BE  061 
035361010016N02BE  103 
035361010016R05CB  061 
035362010015R05CB  061 
035363010014N02BE  061 
035365010012N02AC  101 
035366010011N02AC  061 
035367010010N02AC  061 
035368010019N02BE  061 
035369010018J05AX  061 
035370010015N02BE  061 
035372010013N02BE  061 
035373010012N02BE  061 
035374010011R01BA  061 
035375010010N02BE  061 
035378010017N02BE  061 
035379010016N02BE  061 
035380010013M01AB  061 
035386010017M01BX  061 
035387010016M03BX  061 
035388010015M01AB  061 
035390010011N02BE  061 
035392010019N02BE  061 
035393010018N02BE  061 
035394010017M01BX  061 
035395010016N02BE  061 
035396010015M01BX  061 
035397010014M03BX  061 
035398010013M01AX  111 
035399010012M01AX  061 
035400010019N02BE  061 
035401010018M03BX  061 
035402010017M03BX  061 
035404010015M01AC  061 
035406010013M01AB  111 
035407010012N02BE  061 
035409010010D02AX  061 
035411010016D02BA  061 
035412010015D02BA  061 
035415010012G04CB  061 
035434010019A02BC  061 
035606010011D02BA  061 
035607010010N05CM  061 
035609010018V03AX  061 
035610010015A06AG  061 
035614010011A03BB  073 
035614010011A04AD  061 
035615010010D10AX  061 
035616010019D02AX  061 
035618010017R07AA  061 
035621010012D03    061 
035622010011A07FA  061 
035622010011G01AX  141 
035622010011V03AX  123 
035623010010N06BX  061*
035624010019S01XA  061 
035625010018J01AA  061 
035626010017V03AB  081 
035626020016V03AB  061 
035628010015M05BX  061 
035631010010L03AB  061 
035632010019D04AX  061 
035633010018V03AB  061 
035636010015J06AA  061 
035638010013D11AX  061 
035641010018D11AX  061 
035642010017V03AX  061 
035643010016V03AX  061 
035645010014L03AX  104 
035646010013R03DA  061 
035647010012L01DC  061 
035648010011N07BB  061 
035648020010N07BB  111*
035648030019N07BB  111 
035649010010B05CX  061 
035651010015D10AX  061 
035652010014N02BB  061 
035654010012D03AX  061 
035656010010D01AE  061 
035657010019N06BX  061 
035658010018P03AX  061 
035659010017N07XX  061 
035659020016N07XX  101 
035661010013J01FA  061 
035664010010V07AV  061 
035665010019N07CA  061 
035666010018A05BA  061 
035667010017N01AB  061 
035668010016G02CX  061 
035668020015G02CX  103 
035670010012S01AX  061 
035673010019P01AB  061 
035674010018D08AE  061 
035675010017R05CA  061 
035676010016V04CX  061 
035679010013V08CA  061*
035679020012V08CA  151 
035680010010D02AX  061 
035684010016A03AX  061*
035684030014A03AX  074 
035685010015A16AX  061*
035685030013A16AX  111*
035686010014R06AX  061 
035686030012R06AX  112 
035687010013N04AA  081 
035687020012N04AA  061 
035688010012R06AX  061*
035688020011R06AX  061*
035690010018V06A   061 
035692010016L01XD  061 
035692020015L01XD  061 
035693010015D04AB  061 
035694010014V03A   053 
035696010012D04AB  061 
035696010012N01BB  081 
035696020011N01BB  061 
035697010011A07DA  074 
035697030019A07DA  074 
035699010019C01DX  061*
035699020018C01DX  061*
035701010015D05AX  061 
035701010015D11AC  081 
035701010015S01XA  122 
035701030013D11AC  081 
035701040012S01XA  122 
035702010014D11AX  061 
035702020013D11AX  061 
035703010013R01AA  061*
035703030011R01AA  074 
035704010012A03AA  061*
035704020011A03AA  061*
035705010011C07AB  061 
035705020010C07AB  061 
035706010010R05CA  061 
035706030018R05CA  083 
035707010019A12AA  061 
035708010018A12AX  061 
035726010016D08AX  061 
035801010014R05FA  062 
035804010011N02BE  062 
035819010014A10AD  081 
035885010013L01X   061 
035889010019A05C   061 
035892010014S01E   061 
035895010011V03A   061 
035897010019L01X   061 
035899010017C10AX  061 
035903010011R02AD  061 
035904010010N03A   061 
035908010016J      061 
035911010011R03    061 
035911010011V91    141 
035912010010A09AA  061 
035919010013A07F   061 
035920010010A07F   061 
035921010019S01XA  061 
035925010015B05AX  131 
035927010013A12CX  131 
035927020012A12CX  131 
035927030011A12CX  131 
035927040010A12CX  131 
035927050019A12CX  131 
035931010017C04A   061 
035931010017P03BX  142 
035939010019J01DB  141 
035941010015V03AX  061 
035942010014D02A   061 
035949010017M01AX  061 
035954010019L03AX  104*
035954020018L03AX  111*
035956010017V03AX  061 
035957010016V07AY  121 
035957020015V07AY  121 
035957030014V07AY  121 
035964010017R06A   061 
035964020016R06A   104 
035969010012V03A   061 
035973010016N02A   061 
035973010016N02AE  151 
035974010015J04AK  061 
035976010013S01XA  061 
035978010011J05AF  061*
035978020010J05AF  094 
035979010010G04CB  141 
035984010013C10AX  061 
035986010011D11A   061 
035987010010A10BX  061*
035994010011B03AA  074 
035994010011B03AB  061 
035996010019C01E   061 
036007010014V03    061 
036007010014V91    141 
036011010018V03A   061 
036013010016D03    061 
036018010011M02A   061 
036018020010M02A   122 
036019010010V03    061 
036020010017D08A   061 
036020010017V91    141 
036023010014A13A   061 
036025010012J06A   061 
036026010011J06BB  121 
036028010019J06A   061 
036030010015J06A   061 
036031010014J06A   061 
036032010013J06A   061 
036033010012J06A   061 
036034010011J06A   061 
036035010010J06A   061 
036036010019J06A   061 
036038010017J06A   061 
036039010016J06A   061 
036045010018D10A   061 
036046010017L01XA  061 
036048010015M02AA  063 
036053010017C10AX  101 
036056010014J07X   061 
036058010012A05BA  111 
036058010012G02CC  061 
036061010017M02A   061 
036068010010R02A   061 
036078010018J04AC  141 
036079010017V04CB  061 
036079020016V04CB  122 
036084010010V03AX  061 
036086010018S01K   061 
036088010016D10AX  061 
036090010012S01AD  061 
036092010010P03AC  061 
036093010019V03A   061 
036093010019V91    142 
036093020018V91    142 
036093030017V91    142 
036094010018G02BB  061 
036095010017V06DC  061 
036098010014M02A   061 
036101010019C01E   061 
036103010017C07AG  111 
036103010017S01ED  111 
036105010015V07A   061 
036112010016L03A   104 
036114010014D06BB  061 
036117010011A06AD  061 
036117010011A16AB  114*
036119010019R05C   061 
036120010016V03AX  061 
036120010016V91    141 
036121010015V03AX  103 
036121010015V91    141 
036122010014A12CA  123 
036127010019A05A   061 
036132010012L03AX  101 
036137010017V03    061 
036139010015G03X   061 
036142010010N02BG  061 
036151010018V07AV  121 
036151020017V07AV  121 
036152010017S01KX  061 
036153010016R05    061 
036154010015A12CX  061 
036174010011S01XA  061 
036175010010S01XA  061 
036184010019V03    061 
036185010018V      061 
036199010012D01AE  061 
036231010012R05DA  061 
036239010014R05D   061 
036338010014L03AX  061 
036461010013A01AD  062 
036518010016B05BA  061 
036520010012B05XB  074 
036571010010A05B   061 
036581010018B05XB  061 
036635010014A05B   061 
036681010017R05    061 
036684010014R02AA  061 
036704010010D11AX  061 
036749010017A07FA  062 
036782010015V06A   061 
036783010014N02AA  061 
036789010018D07CA  101 
036988010017A02A   061 
036991010012N02AB  101 
037018010019B05BB  062 
037020010015S01XA  061 
037077010017A01A   061 
037080010012A06A   061 
037320010012D02BA  061 
037517010015A11BA  062 
037762010017A11JA  062 
038010010015A11BA  061 
038398010017A16AX  061 
038422010017C05A   061 
038424010015G02CC  061 
038433010014R02AD  061 
038494010010A01A   061 
038499010015D06BB  061 
038503010019V03A   061 
038507010015V      061 
038508010014P01B   061 
038525010013S01XA  062 
038529010019S01XA  061 
038536010010D05A   062 
038565010014V08B   061 
038577010010L01A   061 
038717010011G01A   073 
038749010013A01A   062 
038859010019D07B   061 
038865010011S01G   061 
038878010016D04AB  061 
038887010015A11    061 
038922010012G02BB  061 
038953010014R01AD  061 
039088010010N05CM  061 
039172010017R03AA  061 
039188010019D08AX  061 
039210010011R01BA  061 
039279010019A02X   061 
039295010019R01BA  061 
039297010017R01BA  061 
039319010011C05AA  101 
039327010011N02AE  101 
039327010011N07BC  093 
039329010019S02CA  061 
039334010012G01    061 
039336010010D08A   061 
039347010017C05AA  101 
039446010017A01AB  101 
039446010017G01    061 
039668010018A02BX  062 
039711010015B05XA  062 
039721010013V06B   061 
039737010015B05    061 
039757010010V06B   061 
039771010012B05    061 
039780010011A05B   062 
039811010014B05BA  061 
039812010013B05BA  061 
039883010017B05BA  061 
039890010018V06D   061 
039896010012B02BC  121 
039896010012G02CC  061 
039927010015B05BA  061 
039928010014G04C   061 
039959010016G02    061 
040018010013A13A   061 
040019010012V03A   061 
040020010019A13A   061 
040042010013S02AA  074 
040055010017J01BA  061 
040062010018S01AA  061 
040140010014D10A   061 
040213010016D02AX  061 
040230010015G01    061 
040302010018S01XA  061 
040309010011D08A   061 
040327010019G02CC  061 
040357010012D03    061 
040433010010B03AE  061 
040477010017A06A   062 
040530010012S01GA  062 
040530010012S01XA  061 
040544010016D02AX  061 
040558010019A05B   062 
040560010015A12CX  061 
040570010013S01A   061 
040593010016R06AA  061 
040604010013A08AA  061 
040616010019A02A   061 
040632010019D06A   061 
040635010016S01XA  061 
040653010013A01A   061 
040659010017R02AA  061 
040673010019G02CC  061 
040688010012D02AX  061 
040711010013D11AX  061 
040728010014D03    061 
040740010018A01A   062 
040795010012A16AA  104 
040795010012V06A   061 
040866010016A02AD  062 
041117010011A03C   062 
041144010018C05AB  061 
041163010014D08AX  061 
041266010010R05    061 
041400010017J01EE  062*
041918010012N05CM  073 
041948010016N02BB  061 
041976010011D06AX  061 
041994010019C02LG  061 
